participant verb noun landmark input hilo
participant8 waver determination falter 7 high
participant8 chatter machine click 4 high
participant8 chatter girl gabble 6 high
participant8 chatter tooth gabble 2 low
participant8 chatter child click 2 low
participant8 reel industry whirl 2 low
participant8 reel mind whirl 6 high
participant8 reel head stagger 2 low
participant8 reel man stagger 7 high
participant8 glow fire burn 2 high
participant8 glow face beam 5 high
participant8 glow cigar beam 1 low
participant8 glow skin burn 2 low
participant50 stray thought digress 3 high
participant50 stray discussion roam 7 low
participant50 stray eye digress 4 low
participant50 stray child roam 4 high
participant50 throb body shudder 4 low
participant50 throb head pulse 6 high
participant50 throb voice pulse 2 high
participant50 throb vein shudder 3 low
participant50 flare cigarette flame 6 high
participant50 flare eye erupt 5 low
participant50 flare argument flame 5 low
participant50 flare row erupt 7 high
participant50 rebound share rally 3 high
participant50 rebound ball ricochet 4 high
participant50 rebound shot rally 3 low
participant50 rebound optimism ricochet 3 low
participant50 flicker tongue flick 3 high
participant50 flicker hope waver 1 high
participant50 flicker screen waver 3 low
participant50 flicker interest flick 2 low
participant50 subside island lessen 3 low
participant50 subside fear sink 4 low
participant50 subside symptom lessen 7 high
participant50 subside flood sink 3 low
participant50 slump shoulder decline 6 low
participant50 slump sale decline 6 high
participant50 slump value slouch 6 low
participant50 slump man slouch 6 high
participant50 bow butler stoop 3 high
participant50 bow head submit 2 low
participant50 bow company stoop 4 low
participant50 bow government submit 7 high
participant50 erupt fountain flare 3 low
participant50 erupt storm burst 5 high
participant50 erupt conflict flare 6 high
participant50 erupt temper burst 6 low
participant50 recoil heart kick 2 low
participant50 recoil rifle flinch 3 low
participant50 recoil eye kick 3 low
participant50 recoil hand flinch 2 high
participant50 boom noise thunder 3 high
participant50 boom export thunder 4 low
participant50 boom gun prosper 2 low
participant50 boom sale prosper 6 high
participant50 waver opinion falter 2 low
participant50 waver concentration fluctuate 3 high
participant50 waver courage falter 6 high
participant50 waver determination fluctuate 3 low
participant50 chatter machine gabble 3 low
participant50 chatter girl click 2 low
participant50 chatter child gabble 6 high
participant50 chatter tooth click 2 high
participant50 reel head whirl 5 high
participant50 reel mind stagger 4 low
participant50 reel industry stagger 5 high
participant50 reel man whirl 3 low
participant50 glow fire beam 7 low
participant50 glow face burn 3 low
participant50 glow cigar burn 5 high
participant50 glow skin beam 7 high
